,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo,all-mpnet-base-v2 hdbscan_manual,all-MiniLM-L12-v2 hdbscan_manual,All-Distilroberta-v1 hdbscan_manual
888,888,"My sister looking amazing and me looking heinous, people at school being toxic Suicidal thoughts, cutting, depression(I think), wanting to die sometimes, having mental/emotional break downs at least three times per week ,being lonely despite being surrounded by people,hating my body/appearance, acts of suicide eg: holding a knife up to my chest and slicing my throat lightly with scissors or knife, comparing myself to others in a really toxic and non realistic way. ", Negative feeling or emotion,sister looking amazing looking heinous people school toxic suicidal thought cutting depressioni think wanting die sometimes mentalemotional break down least three time per week lonely despite surrounded peoplehating bodyappearance act suicide eg holding knife chest slicing throat lightly scissors knife comparing others really toxic non realistic way,8.269284,4.924298,8.269284,4.924298,8.269284,4.924298,2,11,14,2,1,2,7,-1,1
889,889,I've made bad choices that could have harmed those close to me that I personally could never forgive. I don't deserve to get better. , Labeling,ive made bad choice could harmed close personally could never forgive dont deserve get better,7.388937,6.385403,7.388937,6.385403,7.388937,6.385403,11,6,14,2,2,2,-1,21,1
890,890,I get thoughts that make me do crazy things but they’re actually somewhat logical and I doubt if I should resist them at all I will go crazy if I don't control my racing thoughts , Labeling,get thought make crazy thing theyre actually somewhat logical doubt resist go crazy dont control racing thought,8.694627,4.188624,8.694627,4.188624,8.694627,4.188624,6,11,14,2,1,2,7,29,1
891,891,Idk....drugs i guess Self harm and suicide , Negative feeling or emotion,idkdrugs guess self harm suicide,7.909079,5.227445,7.909079,5.227445,7.909079,5.227445,2,11,14,2,1,2,7,30,1
892,892,I'm spending too much time in hateful online forums. As a woman I am inferior to men in every way. , Comparing and Despairing,im spending much time hateful online forum woman inferior men every way,7.236294,5.0967426,7.236294,5.0967426,7.236294,5.0967426,11,4,2,2,0,2,7,-1,1
893,893,I have been struggling with a depressive episode and executive dysfunction. I haven't been keeping up with chores/responsibilities and hygiene as well as I should be. I can't do anything right. I am a disappointment. , Should statements,struggling depressive episode executive dysfunction havent keeping choresresponsibilities hygiene well cant anything right disappointment,8.566272,5.588467,8.566272,5.588467,8.566272,5.588467,2,2,4,2,1,4,7,28,1
894,894,"I stayed up for too long, and engaged in behaviors that, while not unethical, were physically taxing and brought me shame. I hate myself. ", Should statements,stayed long engaged behavior unethical physically taxing brought shame hate,7.4487085,6.5554967,7.4487085,6.5554967,7.4487085,6.5554967,11,2,14,2,1,2,-1,28,1
895,895,I’m a drug addict I will go crazy if I don't control my racing thoughts , Fortune telling,im drug addict go crazy dont control racing thought,8.7045355,4.220161,8.7045355,4.220161,8.7045355,4.220161,6,11,14,2,1,2,7,29,-1
896,896,Because I randomly get angry and it's uncontrolled. I feel suicidal , Emotional reasoning,randomly get angry uncontrolled feel suicidal,8.630295,4.5860705,8.630295,4.5860705,8.630295,4.5860705,2,11,14,2,1,2,7,29,1
897,897,secret drug use in my room My parents are judging me , Mind reading,secret drug use room parent judging,5.8446083,6.422203,5.8446083,6.422203,5.8446083,6.422203,17,6,7,0,2,3,7,20,1
898,898,It's usually after I come home from work and having felt a lot of social anxiety I want to comfort myself with sugar. It's like a great relief and the only happy point in my day. I have a constant need to eat an excessive amount of sugary sweets/desserts. When I try to eat more healthily for a period of time the need is always worse when I fall back into old unhealthy patterns. Eating balanced feels impossible. , Should statements,usually come home work felt lot social anxiety want comfort sugar like great relief happy point day constant need eat excessive amount sugary sweetsdesserts try eat healthily period time need always worse fall back old unhealthy pattern eating balanced feel impossible,9.99614,5.6343513,9.99614,5.6343513,9.99614,5.6343513,9,9,10,2,3,4,0,1,0
899,899,I was addicted to heroin. I don't have a job. , Disqualifying the Positive,addicted heroin dont job,9.037675,9.0379305,9.037675,9.0379305,9.037675,9.0379305,5,2,1,1,0,0,10,-1,1
900,900,"Constant thinking and reminder of past proximity to childhood sexual assault and the inability to know my own history. This body is not mine, it does not belong to me. There is no connection between it and me. ", Emotional reasoning,constant thinking reminder past proximity childhood sexual assault inability know history body mine belong connection,7.956759,5.0125804,7.956759,5.0125804,7.956759,5.0125804,2,11,14,2,1,2,7,-1,1
901,901,My father was being abusive to me I feel like people out there try to take advantage of me and also betray me . , Fortune telling,father abusive feel like people try take advantage also betray,6.5523286,6.2871366,6.5523286,6.2871366,6.5523286,6.2871366,10,6,2,2,2,3,-1,21,1
902,902,going through toys that reminded me of the time period that id been abused for Getting abused was my fault , Blaming,going toy reminded time period id abused getting abused fault,5.176067,7.7804947,5.176067,7.7804947,5.176067,7.7804947,0,6,2,1,2,3,-1,-1,1
903,903,"I was raped, abused and in pain I want to cease to exist as I am because I am emotionally and physically burnt out ", Negative feeling or emotion,raped abused pain want cease exist emotionally physically burnt,8.379291,4.9614587,8.379291,4.9614587,8.379291,4.9614587,2,11,14,2,1,2,7,-1,1
904,904,Lost best friend murdered this time of year a few years back. I'm worthless , Emotional reasoning,lost best friend murdered time year year back im worthless,8.014483,5.2638564,8.014483,5.2638564,8.014483,5.2638564,2,2,0,2,1,2,7,-1,1
905,905,I read an old journal entry about a time that I was abusive. I will never be in a healthy relationship. , Fortune telling,read old journal entry time abusive never healthy relationship,6.7445455,6.1239614,6.7445455,6.1239614,6.7445455,6.1239614,10,6,0,2,2,2,-1,21,1
906,906,i do alot of stuff at home so much work and when my dad comes home from work it never seems enough for him and he spanks/beats us if we didnt do enough I'll never be able to do anything , Blaming,alot stuff home much work dad come home work never seems enough spanksbeats u didnt enough ill never able anything,3.9979465,7.99247,3.9979465,7.99247,3.9979465,7.99247,14,12,9,1,2,2,5,-1,1
907,907,"Fighting, arguing, anger outburst, feeling powerless Feeling guilty and trapped in an abusive relationship. It reflects on all aspects of my life. ", Overgeneralizing,fighting arguing anger outburst feeling powerless feeling guilty trapped abusive relationship reflects aspect life,8.002674,5.032854,8.002674,5.032854,8.002674,5.032854,2,11,14,2,1,2,7,-1,1
908,908,Someone pushed me and made me bleed No one cares about me , Overgeneralizing,someone pushed made bleed one care,6.2550097,4.963011,6.2550097,4.963011,6.2550097,4.963011,10,16,0,0,0,2,7,9,1
909,909,I didn't complete the tasks that I had written down earlier today. I'll never be able to do anything , Should statements,didnt complete task written earlier today ill never able anything,8.154376,7.646987,8.154376,7.646987,8.154376,7.646987,15,17,6,2,2,0,14,34,1
910,910,I feel slow in progress compared to friends in same age ranges I'm a failure , Comparing and Despairing,feel slow progress compared friend age range im failure,9.166681,7.1314635,9.166681,7.1314635,9.166681,7.1314635,8,14,2,2,1,0,-1,22,1
911,911,I really don't know I will go crazy if I don't control my racing thoughts , Negative feeling or emotion,really dont know go crazy dont control racing thought,8.728266,4.178742,8.728266,4.178742,8.728266,4.178742,6,11,14,2,1,2,7,29,-1
912,912,I accidentally fell asleep I will go crazy if I don't control my racing thoughts , Catastrophizing,accidentally fell asleep go crazy dont control racing thought,8.783801,4.2653117,8.783801,4.2653117,8.783801,4.2653117,6,11,14,2,1,2,7,29,-1
913,913,I don’t do anything of value I'm a failure , Disqualifying the Positive,dont anything value im failure,8.176338,6.3136497,8.176338,6.3136497,8.176338,6.3136497,11,14,4,2,1,0,-1,22,1
914,914,"There's no situation that leads to this. It's how I live everyday I feel uncomfortable, I have repeating thoughts, I'm always tired, and I feel like I can't think logically and I'm numb. ", Negative feeling or emotion,there situation lead live everyday feel uncomfortable repeating thought im always tired feel like cant think logically im numb,8.763763,4.894741,8.763763,4.894741,8.763763,4.894741,2,11,14,2,1,2,7,-1,1
915,915,I failed in everything I'm a failure , Labeling,failed everything im failure,8.976511,7.2214413,8.976511,7.2214413,8.976511,7.2214413,8,14,4,2,1,0,14,22,1
916,916,I need to sell my home I am a financial failure , Disqualifying the Positive,need sell home financial failure,9.574463,8.9896,9.574463,8.9896,9.574463,8.9896,5,7,1,2,0,0,-1,26,1
917,917,"Not having made rent and having to borrow money from my already in debt mother. I am a failure, I have no friends and am a coward, who loses at everything and is still a virgin. Fuck I suck so much, its embarrassing. ", Labeling,made rent borrow money already debt mother failure friend coward loses everything still virgin fuck suck much embarrassing,8.106949,6.0055456,8.106949,6.0055456,8.106949,6.0055456,2,2,4,2,1,0,7,28,1
918,918,I’m a loser I hate myself and I’m ready to die , Labeling,im loser hate im ready die,7.9891486,5.3656917,7.9891486,5.3656917,7.9891486,5.3656917,2,11,14,2,1,2,7,-1,1
919,919,People around me do not need my presence I'm worthless , Emotional reasoning,people around need presence im worthless,7.439539,5.361586,7.439539,5.361586,7.439539,5.361586,11,2,16,2,1,2,7,28,1
920,920,"I realize that I still don’t have anyone who I could spend time with, without having a really good excuse for it I’ve had many possibilities to make friendships, but no matter how I give myself to other people, they always settle for someone else. I’ve been used as an emotion trash bucket for other people’s problems and emotions without getting my own turn to share my worries off my shoulders. I’ve never had a friend who I could talk to, who could be there for me when I need them. I can’t help but just think that I’m somehow socially incapable or simply too difficult of a personality to be able to get and maintain friends ", Overgeneralizing,realize still dont anyone could spend time without really good excuse ive many possibility make friendship matter give people always settle someone else ive used emotion trash bucket people problem emotion without getting turn share worry shoulder ive never friend could talk could need cant help think im somehow socially incapable simply difficult personality able get maintain friend,5.890045,4.933686,5.890045,4.933686,5.890045,4.933686,4,10,0,0,0,2,7,-1,1
921,921,People are always bullying me Everyone hates me , Overgeneralizing,people always bullying everyone hate,5.9620733,5.728679,5.9620733,5.728679,5.9620733,5.728679,17,4,16,0,0,3,7,33,1
